Distance,Availability,Prerequisite_3_grade,Int_Fees,City,Currency,Face_to_Face,Offline,Faculty,University,Part_Time,Currency_Time,Website,Level_Code,Course,Prerequisite_3,Full_Time,Country,Remarks,Online,Prerequisite_2,Local_Fees,Duration_Time,Prerequisite_1,Prerequisite_2_grade,Career_Outcomes,Blended,Duration,Description,Course_Lang,Prerequisite_1_grade
no,A,,Not available for 2021,Melbourne,AUD,yes,yes,Business & Commerce & Finance & Accounting,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-project-management&auth=IE9Q3ZS08Vi5ZkC28sSZTg&profile=_default&rank=68&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Project Management - CV84,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,Study the Master of Project Management and equip yourself with knowledge through both course work and research into project management. This course focuses on both the hard technical and soft human aspects of project management as used in large commercial and public organisations,English,6.5
no,A,,Not available for 2021,Perth,AUD,yes,yes,Business & Commerce & Finance & Accounting,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-project-management&auth=IE9Q3ZS08Vi5ZkC28sSZTg&profile=_default&rank=68&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Project Management - CV84,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,Study the Master of Project Management and equip yourself with knowledge through both course work and research into project management. This course focuses on both the hard technical and soft human aspects of project management as used in large commercial and public organisations,English,6.5
no,A,,Not available for 2021,Cairns,AUD,yes,yes,English,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-public-health&auth=glvFPGTzlUYblIUbLX3i%2Fg&profile=_default&rank=69&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Public Health - CL45,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,"The Master of Public Health is the pinnacle level of study in the CQUniversity suite of postgraduate public health courses. It is an innovative course that will introduce you to the social-ecological model of health. This model which is strongly aligned with contemporary trends and challenges in public health provides the basis of innovative interventions for social change. Unlike other Public Health courses that traditionally focus on the medical model of health, the Master of Public Health at CQUniversity will also incorporate a social perspective of public health skills, knowledge and practice. Very practical in nature and designed with best practice and contemporary health trends in mind, this course will provide the professional development opportunity you need to develop your career in Public Health.",English,6.5
no,A,,Not available for 2021,Online,AUD,yes,yes,English,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-public-health&auth=glvFPGTzlUYblIUbLX3i%2Fg&profile=_default&rank=69&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Public Health - CL45,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,"The Master of Public Health is the pinnacle level of study in the CQUniversity suite of postgraduate public health courses. It is an innovative course that will introduce you to the social-ecological model of health. This model which is strongly aligned with contemporary trends and challenges in public health provides the basis of innovative interventions for social change. Unlike other Public Health courses that traditionally focus on the medical model of health, the Master of Public Health at CQUniversity will also incorporate a social perspective of public health skills, knowledge and practice. Very practical in nature and designed with best practice and contemporary health trends in mind, this course will provide the professional development opportunity you need to develop your career in Public Health.",English,6.5
no,A,,Not available for 2021,Sydney,AUD,yes,yes,English,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-public-health&auth=glvFPGTzlUYblIUbLX3i%2Fg&profile=_default&rank=69&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Public Health - CL45,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,"The Master of Public Health is the pinnacle level of study in the CQUniversity suite of postgraduate public health courses. It is an innovative course that will introduce you to the social-ecological model of health. This model which is strongly aligned with contemporary trends and challenges in public health provides the basis of innovative interventions for social change. Unlike other Public Health courses that traditionally focus on the medical model of health, the Master of Public Health at CQUniversity will also incorporate a social perspective of public health skills, knowledge and practice. Very practical in nature and designed with best practice and contemporary health trends in mind, this course will provide the professional development opportunity you need to develop your career in Public Health.",English,6.5
no,A,,Not available for 2021,Melbourne,AUD,yes,yes,English,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-public-health&auth=glvFPGTzlUYblIUbLX3i%2Fg&profile=_default&rank=69&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Public Health - CL45,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,"The Master of Public Health is the pinnacle level of study in the CQUniversity suite of postgraduate public health courses. It is an innovative course that will introduce you to the social-ecological model of health. This model which is strongly aligned with contemporary trends and challenges in public health provides the basis of innovative interventions for social change. Unlike other Public Health courses that traditionally focus on the medical model of health, the Master of Public Health at CQUniversity will also incorporate a social perspective of public health skills, knowledge and practice. Very practical in nature and designed with best practice and contemporary health trends in mind, this course will provide the professional development opportunity you need to develop your career in Public Health.",English,6.5
no,A,,Not available for 2021,Rockhampton,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Cairns,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Bundaberg,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Townsville,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Online,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Gladstone,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Mackay,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Brisbane,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Sydney,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Melbourne,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Perth,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Adelaide,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Noosa,AUD,yes,yes,Engineering,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-research&auth=TLpOTc%2FF2XI%2FbPXQk7wxWg&profile=_default&rank=70&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Research - CL80,,yes,Australia,[],yes,,,Years,IELTS,,,no,2,CQUniversity's Master of Research is a course of supervised research and study leading to the submission of a thesis which makes a contribution to knowledge.,English,6.5
no,A,,Not available for 2021,Online,AUD,no,no,Science and Health Science,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-teaching-primary&auth=CP1Iz1qAa2WV7hcvv07PYQ&profile=_default&rank=71&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Teaching (Primary) - CC45,,yes,Australia,[],yes,,,Months,IELTS,,,no,18,"Study the Master of Teaching (Primary) and develop the knowledge and skills needed to enable you to move into a career as a primary school teacher. The design of this course utilises CQUniversity's three-term structure, therefore a two year Masters course can be fast-tracked to be completed in one and a half years.",English,6.5
no,D,,Not available for 2021,Online,AUD,no,no,Science and Health Science,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fmaster-of-teaching-secondary&auth=KtG2H4KGxMOCMEiUwMw3WQ&profile=_default&rank=72&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Master of Teaching (Secondary) - CL05,,yes,Australia,[],yes,,,Months,IELTS,,,no,18,"The Master of Teaching (Secondary) is an initial teacher education course for those who already hold a non-education three-year Bachelor degree and wish to become a secondary school teacher. The Master of Teaching (Secondary) will equip you the appropriate evidence to apply for provisional teacher registration with the Queensland College of Teachers, the administering body in Queensland.",English,6.5
no,A,,Not available for 2021,Rockhampton,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-information-systems&auth=Wd%2FZC1UtUjhA2YDumWMFGw&profile=_default&rank=13&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Information Systems - CC29,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,Study the Graduate Certificate in Information Systems and equip yourself with the skills to solve and manage information systems problems.,English,6.5
no,A,,Not available for 2021,Online,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-information-systems&auth=Wd%2FZC1UtUjhA2YDumWMFGw&profile=_default&rank=13&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Information Systems - CC29,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,Study the Graduate Certificate in Information Systems and equip yourself with the skills to solve and manage information systems problems.,English,6.5
no,A,,Not available for 2021,Brisbane,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-information-systems&auth=Wd%2FZC1UtUjhA2YDumWMFGw&profile=_default&rank=13&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Information Systems - CC29,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,Study the Graduate Certificate in Information Systems and equip yourself with the skills to solve and manage information systems problems.,English,6.5
no,A,,Not available for 2021,Sydney,AUD,yes,yes,Computer Science & Information Technology,CQ University,yes,year,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fgraduate-certificate-in-information-systems&auth=Wd%2FZC1UtUjhA2YDumWMFGw&profile=_default&rank=13&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+8%3A+Graduate+Certificate%22%2CstudyLevel%3A%22Level+8%3A+Graduate+Diploma%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Coursework%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Extended%29%22%2CstudyLevel%3A%22Level+9%3A+Masters+Degree+%28Research%29%22%2CstudyLevel%3A%22Level+10%3A+Doctoral+Degree%22%5D,PG,Graduate Certificate in Information Systems - CC29,,yes,Australia,[],yes,,,Months,IELTS,,,no,6,Study the Graduate Certificate in Information Systems and equip yourself with the skills to solve and manage information systems problems.,English,6.5
