City,Subject_Description_9,Prerequisite_2_grade,Subject_Objective_5,Subject_Objective_20,Subject_or_Unit_9,Subject_or_Unit_36,Subject_Objective_8,Subject_Description_6,Subject_Objective_6,Local_Fees,Subject_Objective_29,Faculty,Subject_Objective_18,Subject_Objective_17,Subject_Description_2,Subject_Description_19,Subject_Description_35,Subject_or_Unit_23,Subject_Objective_38,Subject_Objective_32,Subject_Objective_39,Subject_Description_4,Remarks,Subject_or_Unit_13,Distance,Subject_Description_12,Course,Subject_Description_21,Subject_Objective_33,Subject_or_Unit_18,Subject_or_Unit_16,Subject_Description_10,Subject_Objective_3,Subject_Objective_9,Subject_Description_29,Subject_Objective_26,Subject_or_Unit_32,Subject_or_Unit_2,Subject_Objective_28,Subject_Description_15,Subject_Description_14,Blended,Subject_Objective_40,Subject_Objective_30,Duration,Subject_Description_39,Subject_or_Unit_27,Duration_Time,Subject_Description_30,Subject_or_Unit_33,Subject_or_Unit_29,Subject_Objective_7,Subject_Description_1,Subject_Objective_4,Subject_or_Unit_15,Subject_Objective_23,Prerequisite_1,Subject_or_Unit_4,Prerequisite_3_grade,Prerequisite_3,Subject_Description_36,Prerequisite_2,Subject_or_Unit_6,Course_Lang,Subject_or_Unit_10,Subject_or_Unit_7,Subject_Description_18,Level_Code,Subject_Description_7,Subject_Objective_37,Subject_Objective_25,Subject_Objective_34,Subject_or_Unit_34,Subject_Objective_19,Subject_or_Unit_28,Subject_Description_27,Subject_Description_25,Face_to_Face,Subject_Description_5,Subject_Objective_10,Online,Subject_or_Unit_20,Subject_Description_33,Subject_Description_28,Subject_Description_31,Career_Outcomes,Subject_Description_37,Subject_Description_11,Subject_or_Unit_21,Subject_Description_40,Subject_Objective_14,Subject_Objective_36,Int_Fees,Subject_Description_16,Subject_Description_24,Subject_Description_8,Subject_Objective_24,Subject_or_Unit_39,Subject_Objective_11,Subject_Description_32,Subject_Objective_16,Availability,Subject_Objective_12,Subject_Objective_35,Subject_Objective_2,Subject_or_Unit_8,Subject_or_Unit_3,Offline,Subject_or_Unit_19,Subject_or_Unit_30,Subject_Description_22,Prerequisite_1_grade,Full_Time,Subject_Objective_27,Subject_Objective_15,Subject_or_Unit_38,Website,Subject_or_Unit_35,Subject_or_Unit_5,Country,Subject_or_Unit_40,Subject_or_Unit_37,Currency_Time,Description,Subject_Description_26,Subject_or_Unit_22,Subject_Description_23,Subject_or_Unit_25,Subject_or_Unit_14,Part_Time,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_24,Subject_Objective_21,Subject_Description_38,Subject_or_Unit_11,Subject_Description_20,Subject_Objective_31,Subject_Description_34,Subject_or_Unit_26,Subject_or_Unit_31,Subject_Objective_22,University,Subject_or_Unit_17,Subject_Description_17,Subject_or_Unit_12,Currency,Subject_Description_3
Gladstone,,6.0,,,,,,,,"5,792 ",,Business & Commerce & Finance & Accounting,,,,,,,,,,,['The local fees are for the full course'],,no,,PMA20116 - Certificate II in Process Plant Operations,,,,,,,,,,,,,,,no,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,PG,,,,,,,,,,yes,,,no,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-process-plant-operations&auth=XJOsadalPAJU0Uhz6Na75Q&profile=_default&rank=16&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Start the process for your career in plant operations. This qualification is suited to Start TAFE Now (STN) schools students located in Gladstone and is a great opportunity to gain hands-on training in a specialist field.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"2,952 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,RII20115 - Certificate II in Resources and Infrastructure Work Preparation,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-resources-and-infrastructure-work-preparation&auth=ygA9kHZpl4EpvuQUvCQVFw&profile=_default&rank=17&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Start your career in the mining industry. This course is suited to the Start TAFE Now (STN) in schools program, it provides you with skills to perform mainly routine tasks and procedures.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"2,952 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,RII20115 - Certificate II in Resources and Infrastructure Work Preparation,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-resources-and-infrastructure-work-preparation&auth=ygA9kHZpl4EpvuQUvCQVFw&profile=_default&rank=17&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Start your career in the mining industry. This course is suited to the Start TAFE Now (STN) in schools program, it provides you with skills to perform mainly routine tasks and procedures.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Gladstone,,6.0,,,,,,,,"2,952 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,RII20115 - Certificate II in Resources and Infrastructure Work Preparation,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-resources-and-infrastructure-work-preparation&auth=ygA9kHZpl4EpvuQUvCQVFw&profile=_default&rank=17&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Start your career in the mining industry. This course is suited to the Start TAFE Now (STN) in schools program, it provides you with skills to perform mainly routine tasks and procedures.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Mackay,,6.0,,,,,,,,"2,952 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,RII20115 - Certificate II in Resources and Infrastructure Work Preparation,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-resources-and-infrastructure-work-preparation&auth=ygA9kHZpl4EpvuQUvCQVFw&profile=_default&rank=17&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Start your career in the mining industry. This course is suited to the Start TAFE Now (STN) in schools program, it provides you with skills to perform mainly routine tasks and procedures.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"2,952 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,RII20115 - Certificate II in Resources and Infrastructure Work Preparation,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-resources-and-infrastructure-work-preparation&auth=ygA9kHZpl4EpvuQUvCQVFw&profile=_default&rank=17&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Start your career in the mining industry. This course is suited to the Start TAFE Now (STN) in schools program, it provides you with skills to perform mainly routine tasks and procedures.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"3,180 ",,Education,,,,,,,,,,,['The local fees are for the full course'],,no,,SHB20216 - Certificate II in Salon Assistant,,,,,,,,,,,,,,,no,,,26,,, Weeks,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,no,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-salon-assistant&auth=wddTOxSRcbPGNzJ5MIdtXw&profile=_default&rank=18&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"If you have a creative streak, like to pamper people and have a dream one day of being a stylist, the Certificate II in Salon Assistant course could create a great career for you.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Gladstone,,6.0,,,,,,,,"3,180 ",,Education,,,,,,,,,,,['The local fees are for the full course'],,no,,SHB20216 - Certificate II in Salon Assistant,,,,,,,,,,,,,,,no,,,26,,, Weeks,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,no,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-salon-assistant&auth=wddTOxSRcbPGNzJ5MIdtXw&profile=_default&rank=18&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"If you have a creative streak, like to pamper people and have a dream one day of being a stylist, the Certificate II in Salon Assistant course could create a great career for you.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Mackay,,6.0,,,,,,,,"3,180 ",,Education,,,,,,,,,,,['The local fees are for the full course'],,no,,SHB20216 - Certificate II in Salon Assistant,,,,,,,,,,,,,,,no,,,26,,, Weeks,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,no,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-salon-assistant&auth=wddTOxSRcbPGNzJ5MIdtXw&profile=_default&rank=18&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"If you have a creative streak, like to pamper people and have a dream one day of being a stylist, the Certificate II in Salon Assistant course could create a great career for you.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"2,912 ",,Science and Health Science,,,,,,,,,,,['The local fees are for the full course'],,no,,MSL20118 - Certificate II in Sampling and Measurement,,,,,,,,,,,,,,,yes,,,40,,, Weeks,,,,,,,,,N/A,,,,,IELTS,,English,,,,PG,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-sampling-and-measurement&auth=g3X86nLrh5NG4w4Zm11OkA&profile=_default&rank=19&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Begin your life in science with this entry-level course. You will be trained in sampling and measurement skills that can be applied across a range of industries, including construction, manufacturing, resources or environmental industries.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Cairns,,6.0,,,,,,,,"2,418 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,SIS20115 - Certificate II in Sport and Recreation,,,,,,,,,,,,,,,yes,,,18,,,Months,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-sport-and-recreation&auth=bUx%2B2IbRcVmAmtdFmbEKsw&profile=_default&rank=20&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Bundaberg,,6.0,,,,,,,,"2,418 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,SIS20115 - Certificate II in Sport and Recreation,,,,,,,,,,,,,,,yes,,,18,,,Months,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-sport-and-recreation&auth=bUx%2B2IbRcVmAmtdFmbEKsw&profile=_default&rank=20&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Mackay,,6.0,,,,,,,,"2,418 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,SIS20115 - Certificate II in Sport and Recreation,,,,,,,,,,,,,,,yes,,,18,,,Months,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-sport-and-recreation&auth=bUx%2B2IbRcVmAmtdFmbEKsw&profile=_default&rank=20&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"2,418 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,SIS20115 - Certificate II in Sport and Recreation,,,,,,,,,,,,,,,yes,,,18,,,Months,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-sport-and-recreation&auth=bUx%2B2IbRcVmAmtdFmbEKsw&profile=_default&rank=20&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Cairns,,6.0,,,,,,,,"2,640 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,SIT20116 - Certificate II in Tourism,,,,,,,,,,,,,,,no,,,6,,,Months,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,no,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,no,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-tourism&auth=S%2BID4KbfrJEZ7co%2BoOWKdA&profile=_default&rank=21&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Do you have a passion for travel and enjoy meeting and talking with a diverse group of people? This course provides you with the ideal pathway to work in multiple tourism industry facilities, travel agencies, restaurants, theme parks, transport companies and much more.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"2,640 ",,Tourism and Hotel Management,,,,,,,,,,,['The local fees are for the full course'],,no,,SIT20116 - Certificate II in Tourism,,,,,,,,,,,,,,,no,,,6,,,Months,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,no,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,no,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-ii-in-tourism&auth=S%2BID4KbfrJEZ7co%2BoOWKdA&profile=_default&rank=21&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Do you have a passion for travel and enjoy meeting and talking with a diverse group of people? This course provides you with the ideal pathway to work in multiple tourism industry facilities, travel agencies, restaurants, theme parks, transport companies and much more.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"2,695 ",,Business & Commerce & Finance & Accounting,,,,,,,,,,,['The local fees are for the full course'],,no,,FNS30317 - Certificate III in Accounts Administration,,,,,,,,,,,,,,,no,,,1,,,Month,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,no,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,no,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-iii-in-accounts-administration&auth=NUUAKzWeJzumB9JWAVvVZw&profile=_default&rank=22&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Make a calculated move and take your first step into an accounting career. The Certificate III in Accounts Administration will introduce you to basic accounting skills and terminology.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
