City,Subject_Description_9,Prerequisite_2_grade,Subject_Objective_5,Subject_Objective_20,Subject_or_Unit_9,Subject_or_Unit_36,Subject_Objective_8,Subject_Description_6,Subject_Objective_6,Local_Fees,Subject_Objective_29,Faculty,Subject_Objective_18,Subject_Objective_17,Subject_Description_2,Subject_Description_19,Subject_Description_35,Subject_or_Unit_23,Subject_Objective_38,Subject_Objective_32,Subject_Objective_39,Subject_Description_4,Remarks,Subject_or_Unit_13,Distance,Subject_Description_12,Course,Subject_Description_21,Subject_Objective_33,Subject_or_Unit_18,Subject_or_Unit_16,Subject_Description_10,Subject_Objective_3,Subject_Objective_9,Subject_Description_29,Subject_Objective_26,Subject_or_Unit_32,Subject_or_Unit_2,Subject_Objective_28,Subject_Description_15,Subject_Description_14,Blended,Subject_Objective_40,Subject_Objective_30,Duration,Subject_Description_39,Subject_or_Unit_27,Duration_Time,Subject_Description_30,Subject_or_Unit_33,Subject_or_Unit_29,Subject_Objective_7,Subject_Description_1,Subject_Objective_4,Subject_or_Unit_15,Subject_Objective_23,Prerequisite_1,Subject_or_Unit_4,Prerequisite_3_grade,Prerequisite_3,Subject_Description_36,Prerequisite_2,Subject_or_Unit_6,Course_Lang,Subject_or_Unit_10,Subject_or_Unit_7,Subject_Description_18,Level_Code,Subject_Description_7,Subject_Objective_37,Subject_Objective_25,Subject_Objective_34,Subject_or_Unit_34,Subject_Objective_19,Subject_or_Unit_28,Subject_Description_27,Subject_Description_25,Face_to_Face,Subject_Description_5,Subject_Objective_10,Online,Subject_or_Unit_20,Subject_Description_33,Subject_Description_28,Subject_Description_31,Career_Outcomes,Subject_Description_37,Subject_Description_11,Subject_or_Unit_21,Subject_Description_40,Subject_Objective_14,Subject_Objective_36,Int_Fees,Subject_Description_16,Subject_Description_24,Subject_Description_8,Subject_Objective_24,Subject_or_Unit_39,Subject_Objective_11,Subject_Description_32,Subject_Objective_16,Availability,Subject_Objective_12,Subject_Objective_35,Subject_Objective_2,Subject_or_Unit_8,Subject_or_Unit_3,Offline,Subject_or_Unit_19,Subject_or_Unit_30,Subject_Description_22,Prerequisite_1_grade,Full_Time,Subject_Objective_27,Subject_Objective_15,Subject_or_Unit_38,Website,Subject_or_Unit_35,Subject_or_Unit_5,Country,Subject_or_Unit_40,Subject_or_Unit_37,Currency_Time,Description,Subject_Description_26,Subject_or_Unit_22,Subject_Description_23,Subject_or_Unit_25,Subject_or_Unit_14,Part_Time,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_24,Subject_Objective_21,Subject_Description_38,Subject_or_Unit_11,Subject_Description_20,Subject_Objective_31,Subject_Description_34,Subject_or_Unit_26,Subject_or_Unit_31,Subject_Objective_22,University,Subject_or_Unit_17,Subject_Description_17,Subject_or_Unit_12,Currency,Subject_Description_3
Online,,6.0,,,,,,,,"5,560 ",,Science and Health Science,,,,,,,,,,,[],,no,,Bachelor of Emergency Service - CC60,,,,,,,,,,,,,,,no,,,2,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,no,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,no,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-emergency-service&auth=0aVmDEQc%2BoimNMGH1EO%2BHQ&profile=_default&rank=129&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Upgrade your qualification and equip yourself with the skills and knowledge required to progress your career in emergency service. During your studies, you will draw on interdisciplinary learning, teaching and research from a range of emergency service related discipline areas and explore in-depth key concepts and perspectives from across the areas of safety science, public health, community safety and education, and management.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"5,560 ",,Engineering,,,,,,,,,,,[],,no,,Bachelor of Engineering Technology - CG21,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-engineering-technology&auth=0MQh2VsdX2t%2FTltIDaUD4g&profile=_default&rank=130&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Study the Bachelor of Engineering Technology and equip yourself with the technical and professional skills needed for a successful career as an Engineering Technologist.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Cairns,,6.0,,,,,,,,"5,560 ",,Engineering,,,,,,,,,,,[],,no,,Bachelor of Engineering Technology - CG21,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-engineering-technology&auth=0MQh2VsdX2t%2FTltIDaUD4g&profile=_default&rank=130&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Study the Bachelor of Engineering Technology and equip yourself with the technical and professional skills needed for a successful career as an Engineering Technologist.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Bundaberg,,6.0,,,,,,,,"5,560 ",,Engineering,,,,,,,,,,,[],,no,,Bachelor of Engineering Technology - CG21,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-engineering-technology&auth=0MQh2VsdX2t%2FTltIDaUD4g&profile=_default&rank=130&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Study the Bachelor of Engineering Technology and equip yourself with the technical and professional skills needed for a successful career as an Engineering Technologist.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"5,560 ",,Engineering,,,,,,,,,,,[],,no,,Bachelor of Engineering Technology - CG21,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-engineering-technology&auth=0MQh2VsdX2t%2FTltIDaUD4g&profile=_default&rank=130&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Study the Bachelor of Engineering Technology and equip yourself with the technical and professional skills needed for a successful career as an Engineering Technologist.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Gladstone,,6.0,,,,,,,,"5,560 ",,Engineering,,,,,,,,,,,[],,no,,Bachelor of Engineering Technology - CG21,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-engineering-technology&auth=0MQh2VsdX2t%2FTltIDaUD4g&profile=_default&rank=130&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Study the Bachelor of Engineering Technology and equip yourself with the technical and professional skills needed for a successful career as an Engineering Technologist.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Mackay,,6.0,,,,,,,,"5,560 ",,Engineering,,,,,,,,,,,[],,no,,Bachelor of Engineering Technology - CG21,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-engineering-technology&auth=0MQh2VsdX2t%2FTltIDaUD4g&profile=_default&rank=130&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Study the Bachelor of Engineering Technology and equip yourself with the technical and professional skills needed for a successful career as an Engineering Technologist.,,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"5,560 ",,Creative Arts & Design & Music,,,,,,,,,,,[],,no,,Bachelor of Environmental Science - CA42,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-environmental-science&auth=zvfHo6TwORTcKVjQYctwxQ&profile=_default&rank=131&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"The Bachelor of Environmental Science will enable you to develop the knowledge and skills required for employment in areas related to the environment, environmental monitoring, management and ecologically sustainable development. You will benefit from a combination of theoretical and practical work, including field work.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"5,560 ",,Creative Arts & Design & Music,,,,,,,,,,,[],,no,,Bachelor of Environmental Science - CA42,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-environmental-science&auth=zvfHo6TwORTcKVjQYctwxQ&profile=_default&rank=131&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"The Bachelor of Environmental Science will enable you to develop the knowledge and skills required for employment in areas related to the environment, environmental monitoring, management and ecologically sustainable development. You will benefit from a combination of theoretical and practical work, including field work.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"5,560 ",,Humanities and Social Science,,,,,,,,,,,[],,no,,Bachelor of Exercise and Sport Sciences - CG85,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-exercise-and-sport-sciences&auth=UaWuDG5OFHo3vyPVt2LTGw&profile=_default&rank=132&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Study the Bachelor of Exercise and Sport Sciences and discover the diverse world of human movement – a field that applies to human fitness, elite performance, family and community health, lifestyle management, occupational health and safety and personal health.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Cairns,,6.0,,,,,,,,"5,560 ",,Humanities and Social Science,,,,,,,,,,,[],,no,,Bachelor of Exercise and Sport Sciences - CG85,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-exercise-and-sport-sciences&auth=UaWuDG5OFHo3vyPVt2LTGw&profile=_default&rank=132&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Study the Bachelor of Exercise and Sport Sciences and discover the diverse world of human movement – a field that applies to human fitness, elite performance, family and community health, lifestyle management, occupational health and safety and personal health.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"5,560 ",,Humanities and Social Science,,,,,,,,,,,[],,no,,Bachelor of Exercise and Sport Sciences - CG85,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-exercise-and-sport-sciences&auth=UaWuDG5OFHo3vyPVt2LTGw&profile=_default&rank=132&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Study the Bachelor of Exercise and Sport Sciences and discover the diverse world of human movement – a field that applies to human fitness, elite performance, family and community health, lifestyle management, occupational health and safety and personal health.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Mackay,,6.0,,,,,,,,"5,560 ",,Humanities and Social Science,,,,,,,,,,,[],,no,,Bachelor of Exercise and Sport Sciences - CG85,,,,,,,,,,,,,,,no,,,3,,,Years,,,,,,,,,N/A,,,,,IELTS,,English,,,,BA,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,A,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fbachelor-of-exercise-and-sport-sciences&auth=UaWuDG5OFHo3vyPVt2LTGw&profile=_default&rank=132&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Study the Bachelor of Exercise and Sport Sciences and discover the diverse world of human movement – a field that applies to human fitness, elite performance, family and community health, lifestyle management, occupational health and safety and personal health.",,,,,,yes,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"18,712 ",,Engineering,,,,,,,,,,,['The local fees are for the full course'],,no,,UEE31211 - Certificate III in Instrumentation and Control,,,,,,,,,,,,,,,no,,,Not available,,,Not available,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,no,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-iii-in-instrumentation-and-control&auth=8NC6mZn4ugbjfDRCCSzxQw&profile=_default&rank=49&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,The future is automated. CQUniversity training creates the opportunity for apprentices to become tomorrow’s experts in instrumentation and controls.,,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Mackay,,6.0,,,,,,,,"4,550 ",,Humanities and Social Science,,,,,,,,,,,['The local fees are for the full course'],,no,,MSL30118 - Certificate III in Laboratory Skills,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,PG,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-iii-in-laboratory-skills&auth=8Ftf9604nKzNj8gtmghvdw&profile=_default&rank=50&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Laboratory technicians are the backbone of the scientific world. If you are looking to don the white coat and start your scientific journey, this course may be for you.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Online,,6.0,,,,,,,,"4,550 ",,Humanities and Social Science,,,,,,,,,,,['The local fees are for the full course'],,no,,MSL30118 - Certificate III in Laboratory Skills,,,,,,,,,,,,,,,yes,,,1,,,Year,,,,,,,,,N/A,,,,,IELTS,,English,,,,PG,,,,,,,,,,yes,,,yes,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,yes,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-iii-in-laboratory-skills&auth=8Ftf9604nKzNj8gtmghvdw&profile=_default&rank=50&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,"Laboratory technicians are the backbone of the scientific world. If you are looking to don the white coat and start your scientific journey, this course may be for you.",,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
Rockhampton,,6.0,,,,,,,,"18,828 ",,Engineering,,,,,,,,,,,['The local fees are for the full course'],,no,,AUR30616 - Certificate III in Light Vehicle Mechanical Technology,,,,,,,,,,,,,,,no,,,Not available,,,Not available,,,,,,,,,N/A,,,,,IELTS,,English,,,,VOC,,,,,,,,,,yes,,,no,,,,,,,,,,,,Not available for 2021,,,,,,,,,D,,,,,,yes,,,,N/A,no,,,,https://www-search.cqu.edu.au/s/redirect?collection=2019-cqu-courses&url=https%3A%2F%2Fwww.cqu.edu.au%2Fcourses%2Fcertificate-iii-in-light-vehicle-mechanical-technology&auth=gC1Qf3oDM%2BJRQqiBTgpS2w&profile=_default&rank=51&query=%21null+-studyLevel%3A%22Short+-Course%22+%5BstudyLevel%3A%22Level+1%3A+Certificate+I%22%2CstudyLevel%3A%22Level+2%3A+Certificate+II%22%2CstudyLevel%3A%22Level+3%3A+Certificate+III%22%2CstudyLevel%3A%22Level+4%3A+Certificate+IV%22%2CstudyLevel%3A%22Level+5%3A+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Advanced+Diploma%22%2CstudyLevel%3A%22Level+6%3A+Associate+Degree%22%2CstudyLevel%3A%22Level+7%3A+Bachelor+Degree%22%2CstudyLevel%3A%22Level+8%3A+Bachelor+Honours+Degree%22%5D,,,Australia,,,year,Becoming a light vehicle mechanic requires not only a passion for cars but a desire to stay up-to-date with rapidly changing technology. CQUniversity not only provides the latest in training techniques but also enables apprentices to experience a broad array of vehicles and scenarios to ensure they can meet the demands of today and the future.,,,,,,no,,,,,,,,,,,,,CQ University,,,,AUD,
